"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"AFG","Afghanistan",0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.566099476439791,0.431037303664921,0.357929755671902,0.353839441535777,0.34451352530541,0.336305628272251,0.327743237347295,0.297556719022688,0.295484293193717,0.298483856893543,0.317735602094241,0.316672120418848,0.367964659685864,0.349094677137871,0.325098167539267,0.336724175347222,0.328016493055556
"ALB","Albania",0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.479221204188482,0.462150959860384,0.403005017452007,0.397878490401396,0.400305410122164,0.429101221640489,0.415439572425829,0.416039485165794,0.421465968586387,0.433109729493892,0.456506326352531,0.478621291448517,0.460760253054101,0.464686954624782,0.472349476439791,0.458116319444444,0.453450520833333
"DZA","Algeria",0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.498854712041885,0.466295811518325,0.395233420593368,0.394142670157068,0.399296465968586,0.394878926701571,0.370364310645724,0.359565881326353,0.355502835951134,0.364065226876091,0.370773342059337,0.37532722513089,0.388361692844677,0.425774432809773,0.421602312390925,0.428629557291667,0.420572916666667
"AND","",,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.391454749439043,0.350255547245076,0.259598603839442,0.264273248566442,0.261904761904762,0.274806781351284,0.230646970830217,0.230646970830217,0.25271129394166,0.273497880827724,0.274058838194964,0.265831463475443,0.335732984293194,0.346578160059835,0.349943904263276,0.35022941468254,0.357142857142857
"ATG","Antigua and Barbuda",0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.56479057591623,0.616273996509599,0.540248691099476,0.54480257417103,0.544039048865619,0.532913394415358,0.560700261780105,0.546629581151832,0.538612565445026,0.521596858638743,0.539621509598604,0.532749781849913,0.522251308900524,0.502754144851658,0.519006326352531,0.511338975694444,0.505181206597222
"ARG","Argentina",0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.476521596858639,0.479521160558464,0.409222294938918,0.431855366492147,0.429919284467714,0.428828534031414,0.416175828970332,0.398232984293194,0.394524432809773,0.368073734729494,0.367910122164049,0.358202443280977,0.375027268760907,0.381980802792321,0.378354057591623,0.389594184027778,0.388346354166667
"ARM","Armenia",0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.534031413612565,0.566044938917976,0.511780104712042,0.525905322862129,0.534249563699825,0.523478403141361,0.525387216404887,0.528904886561955,0.536676483420593,0.5770342495637,0.624972731239092,0.644469895287958,0.659576788830716,0.65668630017452,0.658404232111693,0.681098090277778,0.676215277777778
"AUS","Australia",0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.573134816753927,0.591977530541012,0.673892888307155,0.689054319371728,0.694726221640489,0.688399869109948,0.711005671902269,0.710787521815009,0.710514834205934,0.722322207678883,0.757771596858639,0.748745636998255,0.727585078534031,0.718013743455497,0.722676701570681,0.716118706597222,0.709608289930556
"AUT","Austria",0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.534195026178011,0.551347076788831,0.617882853403141,0.625054537521815,0.623445680628272,0.601439790575916,0.611692844677138,0.615455933682374,0.613165357766143,0.643924520069808,0.678255890052356,0.677765052356021,0.64204297556719,0.640052356020942,0.633507853403141,0.625840928819444,0.619113498263889
"AZE","Azerbaijan",0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.518079188481675,0.519333551483421,0.431091841186736,0.441453970331588,0.45148887434555,0.53255890052356,0.49989092495637,0.51606130017452,0.507008071553229,0.517942844677138,0.576107111692845,0.598794720767888,0.645424301919721,0.611611038394415,0.614528795811518,0.655381944444444,0.643853081597222
"BHS","Bahamas, The",0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.56380890052356,0.615292321116928,0.789703315881326,0.796138743455497,0.548538394415358,0.543439136125654,0.543766361256545,0.534249563699825,0.526068935427574,0.520560645724258,0.537112783595113,0.535231239092496,0.520669720767888,0.504144851657941,0.505590095986038,0.515435112847222,0.499864366319444
"BHR","Bahrain",0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.561027486910995,0.612510907504363,0.786921902268761,0.793357329842932,0.631326352530541,0.631271815008726,0.628926701570681,0.624945462478185,0.626799738219895,0.640788612565445,0.669093586387435,0.67274760034904,0.652568717277487,0.655868237347295,0.652732329842932,0.643174913194444,0.704779730902778
"BGD","Bangladesh",0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.539267015706806,0.590750436300175,0.765161431064572,0.771596858638743,0.776232547993019,0.777814136125654,0.835951134380454,0.835787521815009,0.839823298429319,0.848113001745201,0.295484293193717,0.291230366492147,0.320735165794066,0.318908158813264,0.317462914485166,0.317572699652778,0.322482638888889
