"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"AFG","Afghanistan",0.160262103112137,0.160262103112137,0.165249489179257,0.170236875246376,0.166193193822219,0.162149512398062,0.172686615728475,0.183223719058887,0.206134863399601,0.178069545577658,0.18560407859134,0.145552618096671,0.152117358576669,0.145319402858804,0.148704782331743,0.149030980181467,0.139020186914892,0.188656513547516,0.197612468923895,0.227297873940791,0.215876023433206,0.216974189399628,0.204451861783624,0.184552462293018,0.17482439873073,0.156419631110922
"ALB","Albania",0.376379897677573,0.376379897677573,0.352895520087022,0.329411142496471,0.321141753871034,0.312872365245597,0.337021528824633,0.361170692403668,0.368809355203989,0.375735415888601,0.366225288347647,0.376323659888982,0.383857912764241,0.395137989884482,0.412422962517059,0.43064856994237,0.421251904299298,0.408533812450967,0.408967723524666,0.444240110051446,0.446129772117197,0.445994313516824,0.43124364815305,0.431427331415848,0.429917834699934,0.440257498803692
"DZA","Algeria",0.271862364443935,0.271862364443935,0.277505484526717,0.2831486046095,0.2781771047255,0.273205604841501,0.330111832892948,0.387018060944394,0.395343728211942,0.388829377630938,0.363386447267233,0.371658514716348,0.359095100131511,0.365220069975777,0.355023673330957,0.356708145673661,0.352264566649437,0.359193825581055,0.375411610887916,0.358992347692124,0.341223062414421,0.342477230465632,0.341290762533521,0.365318515286897,0.350681679502687,0.357612269091819
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",0.191126260582054,0.191126260582054,0.184244368388937,0.17736247619582,0.181029032939282,0.184695589682744,0.189197530878607,0.19369947207447,0.212483407050981,0.217404972260927,0.230842418728224,0.255780831462981,0.242936414694138,0.242725190322544,0.269386991296052,0.262642565362013,0.262633460863239,0.26181842146387,0.262119873752818,0.291435729498897,0.298535627747953,0.297445865934247,0.294779811899187,0.305124646891353,0.303899811667606,0.321803820182321
"ATG","Antigua and Barbuda",0.716210578745907,0.716210578745907,0.719838406352268,0.723466233958632,0.720629493916397,0.717792753874162,0.718000488187893,0.718208222501624,0.719763737789875,0.691109090431158,0.64135491890156,0.692872550136957,0.687993472587965,0.69584379163995,0.702153582809362,0.698272626792168,0.696352289569004,0.696755560502593,0.674474844339918,0.475702473944442,0.625920015437495,0.610065593011256,0.597725676362709,0.591759229849048,0.589780022703352,0.598942159959694
"ARG","Argentina",0.525218165968289,0.525218165968289,0.517255522442432,0.509292878916574,0.495177994180317,0.481063109444059,0.421523416794196,0.361983724144332,0.358944607435723,0.352314092788289,0.401804047094444,0.399005767723319,0.394568223347642,0.377921814579832,0.378143158951989,0.394785342298572,0.400588234662433,0.377326788895107,0.371827484875677,0.336889215945311,0.359460797498999,0.433314781555294,0.461604677013704,0.462704217409268,0.426091120485061,0.418505152889513
"ARM","Armenia",0.418558612638734,0.418558612638734,0.428780656539881,0.439002700441027,0.427853669740983,0.41670463904094,0.422118748880322,0.427532858719703,0.451172707299282,0.42766295967272,0.432041447366916,0.403413664115804,0.412825077879649,0.443736981442183,0.417236079139665,0.414734524721585,0.424072612252984,0.428586541038902,0.443003479832812,0.438748241372682,0.43445392943864,0.487072916133139,0.478966708139604,0.481153874293392,0.484772690780453,0.494124954483342
"AUS","Australia",0.8459591876602,0.8459591876602,0.854474205157413,0.862989222654626,0.858195797428731,0.853402372202836,0.858159344416324,0.862916316629815,0.878986083796967,0.865967724411772,0.848123537122988,0.857051198518553,0.855327250002954,0.857210013660017,0.851246450237634,0.856061609536249,0.851660891690875,0.856428030594665,0.858714870583285,0.887014570886531,0.86782833378848,0.854236554394502,0.840683947690125,0.846347529550285,0.850086023506508,0.83377641115879
"AUT","Austria",0.864514949890473,0.864514949890473,0.868363421522933,0.872211893155392,0.871713970451839,0.871216047748286,0.87604172391023,0.880867400072174,0.880004013449819,0.870161349927302,0.874509775266886,0.88515624930695,0.89427638914458,0.887004532593008,0.859959362186439,0.864586618637245,0.864581249317453,0.875521425150072,0.871268620392499,0.890898760168032,0.872535009482452,0.862970009827723,0.871211845671928,0.881748505449836,0.883316440208212,0.864962937919971
