"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"AFG","Afghanistan",,-2.09033036231995,,-2.08725643157959,,-2.10962605476379,,-1.80444943904877,-1.43000245094299,-1.50586330890656,-1.6373690366745,-1.66790199279785,-1.68825697898865,-1.62158262729645,-1.67431116104126,-1.53286099433899,-1.54058647155762,-1.19311785697937,-1.19313704967499,-1.11818218231201,-0.997371137142181,-1.32768762111664,-1.33669102191925,-1.13327717781067,-1.120689868927,-1.37858736515045
"ALB","Albania",,-0.474401652812958,,-0.173049315810204,,-0.254359483718872,,-0.224693566560745,-0.447581380605698,-0.165745332837105,-0.371873468160629,-0.10176045447588,0.0606124177575111,0.147539734840393,0.238284081220627,0.229477360844612,0.232935979962349,0.199168846011162,0.209718719124794,0.221990346908569,0.186667814850807,0.189022064208984,0.223364010453224,0.254197269678116,0.273867726325989,0.23713107407093
"DZA","Algeria",,-0.907437264919281,,-0.744814157485962,,-0.705385804176331,,-0.583471655845642,-0.517234146595001,-0.544126510620117,-0.383398562669754,-0.571554183959961,-0.622034013271332,-0.794613838195801,-1.07380270957947,-1.17103445529938,-1.18957388401031,-1.27686846256256,-1.16597008705139,-1.28296232223511,-1.17360472679138,-1.17187881469727,-1.19422030448914,-1.22668814659119,-1.30344653129578,-1.29149353504181
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",,-1.41534507274628,,-1.68965947628021,,-1.79933059215546,,-1.46316015720367,-1.21214365959167,-1.25153863430023,-1.25779604911804,-1.13290667533875,-1.02465987205505,-1.06534397602081,-1.03147339820862,-1.03592920303345,-1.09777557849884,-0.969778120517731,-1.05422425270081,-0.988458931446075,-0.909185528755188,-1.00137972831726,-1.04222846031189,-0.877682566642761,-0.894037485122681,-0.90850168466568
"ATG","Antigua and Barbuda",,0.7869011759758,,0.816707134246826,,0.792343318462372,,0.735908448696136,0.7157142162323,0.59108692407608,0.587315022945404,0.54819267988205,0.531362473964691,0.642591655254364,0.654809832572937,0.644668281078339,0.635736644268036,0.604382276535034,0.606551170349121,0.532966613769531,0.374078214168549,0.341461151838303,0.253087639808655,0.41393119096756,0.485429584980011,0.512565910816193
"ARG","Argentina",,0.518067419528961,,0.570877492427826,,0.25724458694458,,-0.919025242328644,-0.708925664424896,-0.71375983953476,-0.548367202281952,-0.64063173532486,-0.668215572834015,-0.737520456314087,-0.84503561258316,-0.762368559837341,-0.722209930419922,-0.929217159748077,-0.957261025905609,-1.07425677776337,-0.911441922187805,-0.469625324010849,-0.289889574050903,-0.290671348571777,-0.493229538202286,-0.56730854511261
"ARM","Armenia",,-0.28276452422142,,-0.0649073496460915,,-0.1165631711483,,0.0394885912537575,0.209789365530014,0.129102900624275,0.0834766700863838,0.284605771303177,0.271803975105286,0.337867736816406,0.29625591635704,0.309482276439667,0.27320671081543,0.349336951971054,0.252607047557831,0.213424488902092,0.241806879639626,0.250055581331253,0.28052219748497,0.327959209680557,0.249007001519203,0.250047862529755
"AUS","Australia",,1.3675971031189,,1.49151217937469,,1.63724899291992,,1.46751892566681,1.60783743858337,1.72160685062408,1.60064327716827,1.6239025592804,1.68309533596039,1.7659193277359,1.819983959198,1.69841504096985,1.85860860347748,1.78646779060364,1.80086755752563,1.86370837688446,1.78868412971497,1.89696562290192,1.93341135978699,1.90270555019379,1.87368941307068,1.8169037103653
"AUT","Austria",,1.65871214866638,,1.40370917320251,,1.53461825847626,,1.58583950996399,1.5697169303894,1.52420258522034,1.60607945919037,1.6445347070694,1.69003057479858,1.6063437461853,1.45258665084839,1.45281541347504,1.38263404369354,1.52418923377991,1.4906792640686,1.4877302646637,1.40326571464539,1.44043624401093,1.44017934799194,1.53135395050049,1.45923709869385,1.40135538578033
"AZE","Azerbaijan",,-1.19630861282349,,-0.975659072399139,,-0.931883811950684,,-0.706977367401123,-0.565647900104523,-0.590220212936401,-0.577721059322357,-0.523242771625519,-0.459030628204346,-0.354921013116837,-0.308057516813278,-0.372376084327698,-0.371966302394867,-0.455590754747391,-0.408312290906906,-0.277141571044922,-0.254719287157059,-0.282022804021835,-0.244982421398163,-0.197393864393234,-0.226989060640335,-0.314771711826324
"BHS","Bahamas",,0.967723608016968,,1.06140732765198,,1.19397354125977,,1.34248602390289,1.18655669689178,1.13392949104309,1.10688090324402,1.05107843875885,1.02862513065338,1.05268728733063,0.802767753601074,0.550784409046173,0.528025209903717,0.395023912191391,0.190062671899796,0.17197360098362,0.166172862052917,0.257589280605316,0.123041845858097,0.180253520607948,-0.0482854396104813,0.0138411708176136
"BHR","Bahrain",,0.790487110614777,,0.806487679481506,,0.789343416690826,,0.907505750656128,0.6542107462883,0.711522459983826,0.662023305892944,0.683344721794128,0.765328586101532,0.711043357849121,0.694249927997589,0.713897705078125,0.720996737480164,0.689446628093719,0.607382297515869,0.708473145961761,0.819666862487793,0.608239054679871,0.416484117507935,0.416636675596237,0.485153406858444,0.62582939863205
"BGD","Bangladesh",,-0.929817795753479,,-0.810572445392609,,-0.835711479187012,,-0.978617191314697,-0.916685998439789,-1.1268013715744,-1.07200562953949,-1.0012491941452,-0.945693075656891,-0.91632753610611,-0.864524364471436,-0.847086787223816,-0.811522841453552,-0.951405048370361,-0.914780378341675,-0.937578141689301,-0.899058282375336,-0.796680092811584,-0.805584847927094,-0.834315657615662,-0.929072618484497,-0.901913821697235
